initial_id t "\dot h_1(t+1)" "\dot h_2(t+1)" "\dot \psi_1(t+1)" "\dot \psi_2(t+1)" 
23 35 -3387.87 -2937.1 -5.51716 -1.03606 
23 36 -3387.87 -3725.14 6.69889 -5.62031 
23 37 -3387.87 -3725.14 0.343642 -7.84475 
23 38 -3387.87 -3725.14 -0.527873 -0.269727 
23 39 -3387.87 -3725.14 -1.43804 -1.63551 
23 40 -3387.87 -3725.14 -5.50107 -5.07885 
23 41 -3387.87 -3725.14 -5.50107 5.43468 
23 42 -3387.87 -3941.45 -0.882387 0 
23 43 -3387.87 -3941.45 -2.76089 -1.19862 
23 44 -3387.87 -3941.45 -3.91883 -5.42208 
23 45 -3387.87 -3941.45 0.422554 -7.4656 
23 46 -3387.87 -3941.45 -0.58876 -7.4656 
23 47 -3387.87 -2930.99 -2.65541 -7.4656 
23 48 -3387.87 -3795.54 -4.59265 -7.4656 
23 49 -3387.87 -3795.54 0.696016 -7.4656 
24 0 0 0 0 -4.5132 
24 1 -2533.73 -2254.9 -0.815604 -4.5132 
24 2 -4058.91 -3795.94 0.717551 2.64682 
24 3 -4058.91 -3795.94 -0.260135 -0.78973 
24 4 -4058.91 -3015.35 -7.64705 -5.5368 
24 5 -4058.91 -3015.35 -1.59226 0 
24 6 -4058.91 -3015.35 -5.88144 -2.16514 
24 7 -4058.91 -3015.35 0 -4.67546 
24 8 -4058.91 -3015.35 -3.00009 -0.479168 
24 9 -4058.91 -3015.35 -5.43533 -5.10888 
24 10 -4058.91 -3015.35 -0.321791 3.81322 
24 11 -4058.91 -3015.35 2.07063 0 
24 12 -4058.91 -3015.35 -0.947827 -3.33415 
24 13 -4058.91 -3015.35 2.2413 -3.71333 
24 14 -4058.91 -3015.35 -0.938345 1.84951 
24 15 -4058.91 -3015.35 0 -0.308536 
24 16 -4058.91 -3015.35 -1.14995 -4.04524 
24 17 -4058.91 -3015.35 -5.17687 -4.04524 
24 18 -2447.16 -3015.35 -5.17687 -7.13502 
24 19 -3090.93 -3015.35 0.742754 0.509125 
24 20 -3090.93 -3015.35 -0.647485 -0.329128 
24 21 -3090.93 -3015.35 4.3999 -7.06766 
24 22 -3090.93 -3015.35 0 -7.06766 
24 23 -3090.93 -3015.35 -2.36873 -7.06766 
24 24 -3090.93 -3015.35 -5.51502 -7.06766 
24 25 -3090.93 -3015.35 -4.24368 -7.06766 
24 26 -3090.93 -3015.35 -4.24368 -7.06766 
24 27 -4722.21 -3015.35 2.20741 -0.66916 
24 28 -4722.21 -3015.35 -0.813324 -4.1732 
24 29 -4722.21 -3015.35 -7.07177 1.57253 
24 30 -4722.21 -3015.35 -7.07177 -0.858602 
24 31 -4722.21 -3015.35 -7.07177 0 
24 32 -4722.21 -3015.35 -7.07177 -2.13633 
24 33 -4722.21 -3015.35 -4.29631 -3.69789 
24 34 -2915.44 -3015.35 -4.29631 3.86795 
24 35 -4499.75 -3015.35 -4.57036 0 
24 36 -4499.75 -3015.35 -4.57036 -2.50581 
24 37 -4499.75 -3015.35 -0.972119 -3.87453 
24 38 -4499.75 -3015.35 -3.53839 2.2886 
24 39 -4322.53 -3015.35 0 -0.489715 
24 40 -4322.53 -3015.35 -3.23341 -3.74754 
24 41 -4322.53 -3015.35 -4.16013 0.930877 
24 42 -4322.53 -3015.35 -0.647041 -0.672167 
24 43 -4322.53 -3015.35 -0.647041 -5.03314 
24 44 -4322.53 -2776.04 6.74152 -5.03314 
24 45 -4322.53 -3759.28 0 -2.29201 
24 46 -4322.53 -3759.28 -3.26251 -4.99898 
24 47 -4322.53 -3240.34 -5.1361 -7.65775 
24 48 -4322.53 -3240.34 0 -7.65775 
24 49 -4322.53 -3240.34 -2.17932 -7.65775 
25 0 0 -987.106 -0.429998 0 
25 1 -1870.1 -2499.77 -0.429998 -0.945673 
25 2 -2681.13 -4336.63 -1.20509 -3.13561 
25 3 -4163.22 -4336.63 -4.17903 -5.174 
25 4 -4163.22 -4336.63 -4.17903 -5.174 
25 5 -4163.22 -4336.63 -2.61403 -2.73798 
25 6 -4163.22 -4336.63 -4.65008 -3.52147 
25 7 -4163.22 -4336.63 -4.65008 -3.52147 
25 8 -4163.22 -4336.63 -4.31508 -3.52147 
25 9 -4163.22 -4336.63 -4.31508 -3.52147 
25 10 -4163.22 -4336.63 -4.31508 -3.52147 
25 11 -4163.22 -4336.63 -4.31508 -3.52147 
25 12 -4163.22 -4336.63 -4.31508 -3.27218 
25 13 -4163.22 -4336.63 -4.31508 -3.68293 
25 14 -2620.63 -4336.63 0 -3.68293 
25 15 -4638.3 -4336.63 -2.73871 -3.68293 
25 16 -4638.3 -4336.63 7.64844 -3.68293 
25 17 -4638.3 -4336.63 0.54593 -3.68293 
25 18 -4638.3 -4336.63 -0.76139 -3.68293 
25 19 -4638.3 -4336.63 -2.74683 -5.9571 
25 20 -4638.3 -4336.63 7.80132 -5.9571 
25 21 -4638.3 -4336.63 0.766297 -5.9571 
25 22 -4638.3 -4336.63 -0.916202 -5.9571 
25 23 -2917.58 -4336.63 -1.47991 -5.9571 
25 24 -4703.6 -4336.63 7.1181 -5.9571 
25 25 -2950.16 -4336.63 0.709333 -5.9571 
25 26 -4251.73 -4336.63 -0.561054 -5.9571 
25 27 -4251.73 -4336.63 -1.66984 -5.9571 
25 28 -2479.25 -4336.63 -1.66984 -5.9571 
25 29 -4685.34 -4336.63 -5.69223 -5.9571 
25 30 -4685.34 -4336.63 -5.69223 -5.9571 
25 31 -4685.34 -4336.63 -5.69223 -5.9571 
25 32 -4685.34 -4336.63 -1.58468 -5.9571 
25 33 -4685.34 -4336.63 1.904 -2.62253 
25 34 -4685.34 -4336.63 0 -3.62503 
25 35 -4685.34 -4842.35 -2.35326 -3.62503 
25 36 -4685.34 -4103.66 4.66497 -3.62503 
25 37 -4685.34 -4103.66 0 -3.62503 
25 38 -4685.34 -2795.48 -1.51438 -3.62503 
25 39 -4075.59 -4265.68 -4.70801 -3.62503 
25 40 -4075.59 -4265.68 -4.70801 -3.62503 
25 41 -3091.92 -4265.68 -5.44928 -3.62503 
25 42 -3091.92 -4265.68 0.559789 -3.17783 
25 43 -3091.92 -4265.68 -0.449817 0 
25 44 -3091.92 -4265.68 -3.36306 -1.03764 
25 45 -3091.92 -4265.68 -4.91381 0.669824 
25 46 -3091.92 -4137.53 -4.91381 -0.397607 
25 47 -3091.92 -4137.53 -4.91381 -1.71394 
25 48 -3091.92 -4137.53 -4.91381 0.699366 
25 49 -3091.92 -4137.53 -1.44105 -0.896493 
26 0 696.665 -724.536 -1.72477 0.391646 
26 1 -1144.6 -2572.43 -1.72477 -0.875116 
26 2 -3143.46 -4275.8 -4.5007 -2.09005 
26 3 -3143.46 -4275.8 -4.5007 -5.28608 
26 4 -2695.83 -4275.8 -4.5007 -5.28608 
26 5 -4671.53 -4275.8 3.2738 1.86148 
26 6 -4671.53 -4275.8 -0.645302 -0.916466 
26 7 -4671.53 -3977.2 2.05041 0 
26 8 -4671.53 -3977.2 -0.520768 -3.49199 
26 9 -4671.53 -3977.2 -7.09142 -3.49199 
26 10 -4671.53 -3977.2 -3.22771 -3.85481 
26 11 -4671.53 -3977.2 -4.17706 -3.85481 
26 12 -4671.53 -3977.2 -1.6006 -3.19384 
26 13 -4671.53 -3977.2 -5.02252 -5.00615 
26 14 -4671.53 -3977.2 4.81261 1.65211 
26 15 -4671.53 -2504.57 0 0 
26 16 -4671.53 -4784.95 -2.15979 -2.8753 
26 17 -4671.53 -4784.95 -4.85802 -3.6348 
26 18 -4671.53 -4784.95 0.320527 4.81292 
26 19 -4671.53 -4784.95 -0.475844 0 
26 20 -4671.53 -4784.95 0 -2.31399 
26 21 -4671.53 -4784.95 -1.06234 -4.09435 
26 22 -4671.53 -4784.95 -4.98558 7.36239 
26 23 -4671.53 -4784.95 -0.86127 0 
26 24 -4671.53 -4382.52 6.91513 -1.45742 
26 25 -4671.53 -4382.52 0 -4.78878 
26 26 -4671.53 -4382.52 -2.23638 -2.22068 
26 27 -4671.53 -4382.52 -3.53329 -5.4418 
26 28 -4671.53 -4382.52 0 7.36046 
26 29 -4671.53 -4382.52 -2.97981 0 
26 30 -4671.53 -4382.52 -3.81031 -2.93134 
26 31 -4671.53 -4382.52 5.38297 -5.45153 
26 32 -4671.53 -4046.32 0 -5.45153 
26 33 -4671.53 -4046.32 -1.43105 -6.60479 
26 34 -4671.53 -4046.32 -5.79298 -6.60479 
26 35 -4671.53 -4046.32 -2.17271 -3.98759 
26 36 -4671.53 -3023.27 2.90944 0 
26 37 -4671.53 -3023.27 -0.62528 -3.17862 
26 38 -4671.53 -3023.27 -6.7236 -4.19142 
26 39 -4671.53 -3023.27 -6.7236 6.48974 
26 40 -4671.53 -3023.27 0.86395 0 
26 41 -2654.86 -3023.27 -0.655128 -1.15149 
26 42 -4305.1 -3023.27 0 -4.45971 
26 43 -4305.1 -3023.27 -2.92538 -6.19644 
26 44 -4305.1 -3023.27 -5.59141 -6.19644 
26 45 1586.43 -3023.27 0 -6.19644 
26 46 -1869.84 -2496.44 -0.817731 5.08764 
26 47 -3760.75 -4239.71 -7.92553 0 
26 48 -3760.75 -4239.71 -7.92553 -2.68234 
26 49 -3760.75 -4239.71 0 -3.56071 
27 0 0 0 -0.417526 -7.2754 
27 1 -2871.12 -2268.64 -2.93919 7.79259 
27 2 -3925.99 -4316.04 -5.44225 0.95509 
27 3 -3925.99 -4316.04 -6.36424 -0.580245 
27 4 -3925.99 -4316.04 -6.36424 -1.74441 
27 5 -3916.04 -4316.04 -6.36424 -5.89564 
27 6 -3916.04 -4316.04 -6.36424 -6.62804 
27 7 -3916.04 -4316.04 -6.36424 -6.62804 
27 8 -3916.04 -4316.04 -6.36424 -6.62804 
27 9 -3916.04 -4316.04 -6.36424 -6.62804 
27 10 -3916.04 -4316.04 -6.36424 -6.62804 
27 11 -3916.04 -4316.04 -6.36424 2.18109 
27 12 -3916.04 -4316.04 -6.36424 2.18109 
27 13 -3916.04 -4316.04 -6.36424 -0.844493 
27 14 -3916.04 -3171.72 -7.27766 -1.87006 
27 15 -3916.04 -3171.72 -7.27766 -5.25402 
27 16 -3916.04 -3171.72 -7.27766 -6.29956 
27 17 -3916.04 -3171.72 7.38956 -6.29956 
27 18 -3916.04 -3171.72 0.802607 -6.29956 
27 19 -3916.04 -3171.72 -0.64013 -6.29956 
27 20 -3916.04 -3171.72 -2.55939 -6.29956 
27 21 -3916.04 -3171.72 -5.70114 -6.29956 
27 22 -3916.04 -3171.72 -1.96529 -6.13676 
27 23 -3916.04 -3171.72 -5.10304 -6.13676 
27 24 -3916.04 -3171.72 0 -6.13676 
27 25 -3916.04 -3171.72 -2.74196 -6.13676 
27 26 -3916.04 -3171.72 -4.08913 -6.13676 
27 27 -3916.04 -3171.72 6.08314 -6.13676 
27 28 -3916.04 -3171.72 0.354173 -6.13676 
27 29 -3916.04 -3171.72 -0.394665 -6.13676 
27 30 -3916.04 -3171.72 -1.8907 -6.13676 
27 31 -3916.04 -3171.72 -4.86967 -6.13676 
27 32 -3916.04 -3171.72 0 -6.13676 
27 33 -3916.04 -3171.72 -1.62788 -6.13676 
27 34 -3916.04 -2220.96 -4.05995 6.48627 
27 35 -3916.04 -3699.99 -0.815475 0.867922 
27 36 -3916.04 -4464.9 -1.26827 -0.588373 
27 37 -3916.04 -4464.9 -4.4579 -2.40146 
27 38 -3916.04 -4464.9 5.74683 -5.26082 
27 39 -3916.04 -4464.9 0 -7.8983 
27 40 -3916.04 -4674.13 -3.45376 -7.8983 
27 41 -3916.04 -4674.13 -4.14913 -7.8983 
27 42 -3916.04 -4674.13 0.25748 -7.8983 
27 43 -3916.04 -4674.13 -0.8363 -7.8983 
27 44 -3916.04 -4674.13 -1.73838 -7.8983 
27 45 -3916.04 -4674.13 -4.03392 -7.8983 
27 46 -3916.04 -4674.13 -0.938526 -7.8983 
27 47 -3357.89 -4044.39 -1.51481 4.12896 
27 48 -3636.98 -4044.39 -4.18708 0 
27 49 -3636.98 -4044.39 5.45705 7.36317 
28 0 0 0 0.615246 0.906604 
28 1 -2267.94 -2275.65 -0.414712 -0.461658 
28 2 -4179.8 -3237.75 4.90793 -4.34671 
28 3 -4179.8 -3237.75 0 4.46251 
28 4 -4179.8 -3237.75 -2.65836 0 
28 5 -4179.8 -3237.75 -3.61915 -2.75842 
28 6 -4179.8 -3237.75 7.60583 -5.27964 
28 7 -2625.49 -3237.75 0.803386 -1.33044 
28 8 -4370.51 -3237.75 -0.373473 -5.6391 
28 9 -4370.51 -3237.75 7.21549 -2.14409 
28 10 -4370.51 -3237.75 0 -5.82046 
28 11 -4370.51 -3237.75 -2.51578 -2.00338 
28 12 -4370.51 -3237.75 -4.48092 -5.59089 
28 13 -4370.51 -3237.75 0.814553 0 
28 14 -4370.51 -3237.75 -0.463393 -2.91394 
28 15 -4370.51 -3237.75 4.46343 -5.28393 
28 16 -4370.51 -3237.75 0 -7.29516 
28 17 -4370.51 -3237.75 -2.81488 -7.29516 
28 18 -4370.51 -3237.75 -4.54243 -7.29516 
28 19 -4370.51 -3237.75 -6.24493 -7.29516 
28 20 -4370.51 -3237.75 5.55686 -6.83077 
28 21 -4370.51 -3237.75 0 -6.83077 
28 22 -2571.05 -3237.75 -0.567988 -6.83077 
28 23 -3104.46 -3237.75 0.354526 -6.83077 
28 24 -3104.46 -3237.75 -0.843929 -6.83077 
28 25 -3104.46 -3237.75 -6.69339 -6.83077 
28 26 -3755.48 -3237.75 -6.69339 -6.83077 
28 27 -3755.48 -3237.75 -6.69339 -6.83077 
28 28 -3755.48 -3237.75 -6.69339 -3.57167 
28 29 -3755.48 -2531.04 -6.69339 -3.57167 
28 30 -3755.48 -2531.04 -6.69339 -7.87359 
28 31 -3755.48 -3264.75 -6.69339 -7.87359 
28 32 -3755.48 -2824.94 2.54697 -1.16286 
28 33 -4868.06 -3658.86 -0.311383 -5.69075 
28 34 -4868.06 -3658.86 -3.50483 -0.252568 
28 35 -3510.97 -3658.86 2.26878 -4.41227 
28 36 -3510.97 -3658.86 -0.694142 -7.80274 
28 37 -3510.97 -3658.86 -4.22598 -7.80274 
28 38 -3510.97 -3658.86 -4.22598 -7.80274 
28 39 -3510.97 -3658.86 -0.941041 -7.80274 
28 40 -3510.97 -3658.86 -1.77016 0 
28 41 -4042.12 -3658.86 -5.19712 -3.28534 
28 42 -4042.12 -3658.86 0.262674 -5.55127 
28 43 -4042.12 -3471.65 -0.36103 0.353978 
28 44 -4042.12 -3471.65 -5.52569 -0.838502 
28 45 -4042.12 -3471.65 -7.51713 -3.79294 
28 46 -4042.12 -3471.65 -1.56122 0.678775 
28 47 -4042.12 -3471.65 -4.89809 -0.508257 
28 48 -2943.4 -3471.65 -4.89809 6.74689 
28 49 -4785.78 -3471.65 -0.606806 0 
29 0 0 998.996 -0.292749 0 
29 1 -2592.18 -1622.01 -1.39792 -0.435313 
29 2 -4242.49 -4489.69 -4.50459 -3.78878 
29 3 -4242.49 -4489.69 4.84185 4.21397 
29 4 -4242.49 -4489.69 0 0 
29 5 -4242.49 -2090.16 -0.995336 -0.764329 
29 6 -4242.49 -4523.79 5.00057 -3.97566 
29 7 -4242.49 -4523.79 0 0 
29 8 -4242.49 -2587.16 -2.52921 -0.787585 
29 9 -4242.49 -3693.08 -5.5152 0.713441 
29 10 -4242.49 -3693.08 -1.88416 -0.672375 
29 11 -4242.49 -2800.25 -4.56204 -2.19171 
29 12 -4242.49 -3153.53 1.90544 -5.96731 
29 13 -3502.62 -3153.53 -0.484652 -3.15535 
29 14 -3502.62 -3153.53 -0.484652 -3.15535 
29 15 -3502.62 -3153.53 4.58016 -4.52286 
29 16 -3502.62 -2674.54 0 -4.52286 
29 17 -3502.62 -4590.75 -1.33413 1.90086 
29 18 -3502.62 -4590.75 -3.77038 -0.706541 
29 19 -3502.62 -4590.75 -2.77019 -5.4289 
29 20 -3502.62 -4590.75 -4.7326 -0.96505 
29 21 -3502.62 -2794.15 -2.68198 -3.41449 
29 22 -3502.62 -4300.81 -5.66293 -4.68268 
29 23 -3502.62 -4300.81 -2.14931 -0.515085 
29 24 -3502.62 -4300.81 -5.39276 5.96225 
29 25 -3502.62 -4300.81 -2.4309 0 
29 26 -3502.62 -4300.81 -4.35663 -1.90174 
29 27 -3502.62 -4300.81 6.77594 -5.88338 
29 28 -3502.62 -4300.81 0 -4.80396 
29 29 -3502.62 -4300.81 -3.0504 6.50075 
29 30 -3502.62 -4300.81 -4.02761 0 
29 31 -3502.62 -4300.81 -2.71163 -2.36353 
29 32 -3502.62 -4300.81 -4.91736 -4.27351 
29 33 -3502.62 -4300.81 0.608437 3.27637 
29 34 -3502.62 -4300.81 -0.653911 -0.397865 
29 35 -3502.62 -4300.81 5.02929 3.13989 
29 36 -3099.99 -4300.81 0 -0.888376 
29 37 -3099.99 -4300.81 -1.06345 6.69903 
29 38 -3099.99 -4300.81 -5.58052 0 
29 39 -3099.99 -4196.54 -2.74942 -1.96891 
29 40 -3099.99 -3742.98 -3.73658 -5.89225 
29 41 -3099.99 -3742.98 0 2.42855 
29 42 -3099.99 -3742.98 -2.76139 -0.594977 
29 43 -2980.44 -3742.98 -5.85118 -4.15836 
29 44 -4027.44 -3742.98 0.72898 2.04193 
29 45 -4027.44 -2858.24 -2.42362 0 
29 46 -4027.44 -4815.74 -5.2913 -1.47792 
29 47 -4027.44 -4815.74 6.90517 -5.44119 
29 48 -4027.44 -4815.74 0 4.39967 
29 49 -4027.44 -4815.74 -1.00478 0 
30 0 0 0 0 -4.29772 
30 1 -2696.27 -2497.06 -0.925406 -4.29772 
30 2 -4020.78 -3985.81 -0.54425 0 
30 3 -4020.78 -3985.81 2.68447 -1.35753 
30 4 -4445.27 -3985.81 -0.830693 -5.76725 
30 5 -4445.27 -3985.81 -0.830693 -0.837945 
30 6 -4445.27 -3985.81 0.410257 -5.82725 
30 7 -4445.27 -3985.81 -0.995583 3.44419 
30 8 -4445.27 -3985.81 -5.52945 -0.970814 
30 9 -4445.27 -3985.81 -5.52945 -3.8366 
30 10 -4445.27 -3985.81 -5.52945 -0.988575 
30 11 -4445.27 -3985.81 -0.752402 -6.37566 
30 12 -4445.27 -3985.81 1.59938 -6.37566 
30 13 -4445.27 -3985.81 -0.492242 -6.37566 
30 14 -4445.27 -2999.2 0 -0.938123 
30 15 -4445.27 -3425.89 -2.04551 1.4104 
30 16 -4445.27 -3425.89 -5.29582 -0.706944 
30 17 -4445.27 -3425.89 0.551905 -4.49644 
30 18 -4445.27 -3425.89 -0.727927 -6.0796 
30 19 -4348.11 -3425.89 1.94352 -6.0796 
30 20 -4348.11 -3425.89 -0.917483 -6.0796 
30 21 -4128.67 -3425.89 6.26499 -6.0796 
30 22 -4128.67 -3425.89 0 -6.0796 
30 23 -2317.79 -3425.89 -0.808756 -6.11068 
30 24 -4629.78 -3425.89 -2.30656 -7.26899 
30 25 -4486.71 -3425.89 -5.27299 -7.26899 
30 26 -4486.71 -3425.89 -1.67033 -7.26899 
30 27 -4486.71 -3425.89 -4.90622 -7.26899 
30 28 -2103.31 -3425.89 -4.90622 -6.42714 
30 29 -4161.41 -3425.89 -3.31304 -6.42714 
30 30 -4161.41 -3425.89 -5.77733 -6.42714 
30 31 -4161.41 -2066.17 0.336097 -2.67762 
30 32 -4161.41 -4688.45 -0.816992 -5.757 
30 33 -2112.18 -4688.45 -2.04818 4.59555 
30 34 -4683.85 -4688.45 -5.0338 0 
30 35 -4683.85 -4688.45 -6.67761 -2.36486 
30 36 -4683.85 -4688.45 -6.67761 -5.18207 
30 37 -4683.85 -3669.93 -6.67761 5.8264 
30 38 -4683.85 -3669.93 -6.67761 0 
30 39 -4683.85 -3669.93 -6.67761 -1.86321 
30 40 -4683.85 -3669.93 -4.01935 -5.00649 
30 41 -4683.85 -3669.93 2.17871 1.51117 
30 42 -4683.85 -3669.93 -0.827411 -0.986774 
30 43 -4683.85 -3669.93 1.47958 -1.00416 
30 44 -4683.85 -4051.14 -0.497132 -3.78614 
30 45 -4683.85 -4051.14 7.15881 0.758471 
30 46 -4683.85 -2992.27 0 -0.276201 
30 47 -4683.85 -3704.71 -3.02923 -5.74763 
30 48 -4683.85 -3704.71 -4.30262 -5.74763 
30 49 -4683.85 -3704.71 0 -5.74763 
31 0 0 704.356 0 0.805081 
31 1 -3472.04 -1070.83 -3.07009 0 
31 2 -3472.04 -3549.75 -4.35091 -3.2592 
31 3 -3472.04 -3549.75 -0.364556 -3.74181 
31 4 -3472.04 -3549.75 -0.364556 -1.59986 
31 5 -3472.04 -4736.59 2.39158 -4.49933 
31 6 -3472.04 -4736.59 -0.405004 -0.726408 
31 7 -3472.04 -4736.59 -6.08186 -5.1154 
31 8 -3472.04 -4736.59 -1.60353 3.25774 
31 9 -3472.04 -4736.59 -3.5053 -0.592659 
31 10 -3472.04 -4736.59 -3.5053 1.63738 
31 11 -3472.04 -4736.59 -0.439896 -0.476933 
31 12 -3472.04 -4736.59 -5.48969 -4.16106 
31 13 -3472.04 -4736.59 -1.08976 0.736723 
31 14 -3472.04 -4736.59 -3.68517 -0.634259 
31 15 -3472.04 -4736.59 -0.472476 -3.70118 
31 16 -3472.04 -4736.59 2.12266 0 
31 17 -4683.99 -4736.59 -0.755198 -1.10564 
31 18 -4683.99 -4736.59 0.971619 -4.28118 
31 19 -4683.99 -4736.59 -0.640802 0.269914 
31 20 -4683.99 -2382 -5.4481 -0.403202 
31 21 -3023.24 -3248.93 3.65525 -3.54991 
31 22 -3023.24 -3248.93 0 4.19211 
31 23 -3023.24 -3248.93 -3.04981 0 
31 24 -3023.24 -3248.93 -5.02741 -1.31538 
31 25 -3023.24 -3248.93 -1.1679 -5.69218 
31 26 -3023.24 -3248.93 -5.44316 -0.966283 
31 27 -3023.24 -3248.93 7.67577 -5.62059 
31 28 -3023.24 -3248.93 0 0 
31 29 -3023.24 -3248.93 -2.88953 -3.19855 
31 30 -3023.24 -3248.93 -5.93951 -3.98883 
31 31 -3023.24 -3248.93 0.639597 -2.41115 
31 32 -3023.24 -3248.93 -0.318438 -4.84052 
31 33 -3023.24 -3248.93 7.85991 -4.84052 
31 34 -3023.24 -3248.93 0 0 
31 35 -3023.24 -3248.93 -1.58751 -1.75627 
31 36 -3023.24 -3248.93 -3.7501 -5.42649 
31 37 -3023.24 -3248.93 0 2.87616 
31 38 -3023.24 -3248.93 -2.54698 -0.808498 
31 39 -3023.24 -3248.93 -4.39297 -4.57451 
31 40 -2922.61 -3248.93 -4.91711 0 
31 41 -4676.32 -3248.93 -7.00584 -3.39506 
31 42 -2357.07 -3248.93 0.81106 -5.87868 
31 43 -4153.91 -3248.93 -0.595056 -5.87868 
31 44 -4153.91 -3248.93 -0.595056 -0.70923 
31 45 -3283.13 -3248.93 -6.5604 -3.67516 
31 46 -3283.13 -2287.96 -6.5604 -3.67516 
31 47 -3283.13 -4579.59 -6.5604 0.654719 
31 48 -3283.13 -4579.59 -0.496953 -0.798459 
31 49 -3283.13 -4579.59 1.08825 -4.48408 
32 0 0 0 -3.58216 0 
32 1 -3451.95 -2994.13 -7.06141 -0.407598 
32 2 -3451.95 -4924.93 -7.06141 -1.37447 
32 3 -3451.95 -4924.93 -7.06141 -4.92563 
32 4 -3451.95 -4924.93 -7.06141 0 
32 5 -3451.95 -2209.91 -7.06141 -0.800434 
32 6 -3451.95 -3571.49 -7.06141 -3.13619 
32 7 -3451.95 -3571.49 -7.06141 -4.11026 
32 8 -3451.95 -3571.49 -7.06141 -4.11026 
32 9 -3451.95 -3571.49 -7.06141 0 
32 10 -3451.95 -3571.49 -7.06141 -1.48783 
32 11 -3451.95 -3571.49 -7.06141 -4.22633 
32 12 -3451.95 -3571.49 -7.06141 -6.22113 
32 13 -3451.95 -3571.49 -4.6409 -6.22113 
32 14 -3451.95 -3571.49 -4.48704 -6.16174 
32 15 -3451.95 -3571.49 2.74091 -6.16174 
32 16 -3451.95 -3571.49 -0.546948 -6.16174 
32 17 -3451.95 -3571.49 -1.29388 -6.16174 
32 18 -3451.95 -3571.49 3.33727 -6.16174 
32 19 -3451.95 -3571.49 -0.666455 -6.16174 
32 20 -3451.95 -3571.49 -1.31964 -6.16174 
32 21 -3451.95 -3571.49 -4.34633 -6.16174 
32 22 -2944.18 -3571.49 -4.34633 -6.42686 
32 23 -3251.54 -3571.49 -1.24103 -6.42686 
32 24 -3251.54 -2698.21 -4.10293 -6.42686 
32 25 -3251.54 -4190.62 -7.23274 -6.42686 
32 26 -3251.54 -4190.62 -3.33061 -6.42686 
32 27 -3251.54 -2598.18 -5.75748 -6.42686 
32 28 -3251.54 -3944.44 -5.75748 -6.42686 
32 29 -3251.54 -3944.44 0 -6.42686 
32 30 -3469.68 -3944.44 -1.45818 -6.42686 
32 31 -3469.68 -3944.44 -5.41279 -6.42686 
32 32 -3469.68 -3944.44 0.949116 -5.5914 
32 33 -3469.68 -3944.44 0 -6.08049 
32 34 -3469.68 -3944.44 -2.73668 -7.71011 
32 35 -3011.05 -3944.44 -3.95514 -7.71011 
32 36 -3546.19 -3944.44 0.794271 -7.71011 
32 37 -3546.19 -3126.73 -0.438167 -7.92218 
32 38 -3546.19 -3126.73 -1.10388 -7.92218 
32 39 -3546.19 -3126.73 -5.61231 -7.92218 
32 40 -3546.19 -3126.73 -6.22611 -7.92218 
32 41 -3546.19 -3126.73 -6.22611 -3.78672 
32 42 -3546.19 -3126.73 -6.22611 -1.98884 
32 43 -3546.19 -3126.73 -6.22611 -5.56254 
32 44 -3546.19 -3126.73 0 -6.87884 
32 45 -3546.19 -3126.73 -1.30447 -7.81799 
32 46 -3546.19 -3126.73 -6.91167 -0.376353 
32 47 -3546.19 -3126.73 -6.91167 -3.40731 
32 48 -3546.19 -3126.73 -6.3423 -4.09794 
32 49 -3546.19 -3126.73 -6.3423 -7.27851 
33 0 0 0 -1.77869 -6.29015 
33 1 -2828.36 -2156.02 -1.77869 -6.29015 
33 2 -3020.13 -3846.67 4.95592 -6.29015 
33 3 -3020.13 -3846.67 0 -6.29015 
33 4 -3020.13 -3846.67 -7.96387 -6.29015 
33 5 -3020.13 -3846.67 -7.96387 -6.29015 
33 6 -3020.13 -3846.67 -1.01363 -6.29015 
33 7 -3020.13 -3846.67 -4.4139 -6.29015 
33 8 -3020.13 -3846.67 -0.488152 -6.29015 
33 9 -3020.13 -3846.67 -3.158 -6.29015 
33 10 -3020.13 -3846.67 -5.43382 -0.617301 
33 11 -3020.13 -3869.05 -3.84225 -1.74563 
33 12 -3020.13 -3869.05 -3.84225 -4.36313 
33 13 -3020.13 -3869.05 0 -7.75983 
33 14 -3020.13 -3869.05 -1.11308 -7.75983 
33 15 -3020.13 -3869.05 -4.75903 -7.75983 
33 16 -3020.13 -3869.05 -4.75903 -7.75983 
33 17 -3020.13 -3869.05 7.34716 -7.75983 
33 18 -3020.13 -3869.05 0.428948 -7.75983 
33 19 -2619.59 -3869.05 -0.909611 -7.75983 
33 20 -4924.86 -3869.05 -1.43513 -7.75983 
33 21 -3576.57 -3869.05 -7.36033 -5.46358 
33 22 -3576.57 -4897.53 -7.36033 -6.99712 
33 23 -3576.57 -3409.11 -7.34655 -6.99712 
33 24 -3576.57 -3409.11 -7.34655 -4.41144 
33 25 -3576.57 -3409.11 -7.56417 -6.51525 
33 26 -3576.57 -3409.11 -7.56417 -7.75892 
33 27 -3576.57 -3409.11 -7.56417 -7.75892 
33 28 -3576.57 -3409.11 -7.56417 -7.75892 
33 29 -3576.57 -3409.11 -7.56417 -7.75892 
33 30 -3576.57 -2974.77 -7.56417 -0.664546 
33 31 -3576.57 -3329.7 -7.56417 -1.54674 
33 32 -3179.81 -3329.7 -7.56417 -4.41409 
33 33 -3179.81 -3329.7 -7.56417 6.62869 
33 34 -3179.81 -3329.7 -7.56417 0.860744 
